Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
PJM.METED_month_off_dap - NODAL EXCHANGE,240116,2024-01-16,064EOX,NODX,1,64,14753,12240,8755,320,3183,185,0,925,0,350,945,250,13345,14243,1408,510,14753,12240,8755,320,3183,185,0,925,0,350,945,250,13345,14243,1408,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -175,    -175,     -10,       0,    -240,       0,       0,       0,       0,       0,      75,       0,    -175,    -175,       0,       0,100.0,83.0,59.3,2.2,21.6,1.3,0.0,6.3,0.0,2.4,6.4,1.7,90.5,96.5,9.5,3.5,100.0,83.0,59.3,2.2,21.6,1.3,0.0,6.3,0.0,2.4,6.4,1.7,90.5,96.5,9.5,3.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,      9,      4,.,.,.,      0,.,      0,.,.,.,14,     12,21,      9,      4,.,.,.,      0,.,      0,.,.,.,14,     12,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,66.5,70.2,81.1,91.6,60.6,69.3,74.9,86.6,66.5,70.2,81.1,91.6,60.6,69.3,74.9,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064EOX,NODX,64,N16,FutOnly
PJM.METED_month_off_dap - NODAL EXCHANGE,240109,2024-01-09,064EOX,NODX,1,64,14928,12415,8765,320,3423,185,0,925,0,350,870,250,13520,14418,1408,510,14928,12415,8765,320,3423,185,0,925,0,350,870,250,13520,14418,1408,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -393,    -635,    -205,       0,     102,     -25,     -25,     -25,       0,     300,    -250,       0,    -385,    -403,      -8,      10,100.0,83.2,58.7,2.1,22.9,1.2,0.0,6.2,0.0,2.3,5.8,1.7,90.6,96.6,9.4,3.4,100.0,83.2,58.7,2.1,22.9,1.2,0.0,6.2,0.0,2.3,5.8,1.7,90.6,96.6,9.4,3.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,      9,      4,.,.,.,      0,.,      0,.,.,.,14,     12,21,      9,      4,.,.,.,      0,.,      0,.,.,.,14,     12,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,67.3,71.0,81.7,91.7,61.5,70.1,75.6,86.7,67.3,71.0,81.7,91.7,61.5,70.1,75.6,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064EOX,NODX,64,N16,FutOnly
PJM.METED_month_off_dap - NODAL EXCHANGE,240102,2024-01-02,064EOX,NODX,1,64,15321,13050,8970,320,3321,210,25,950,0,50,1120,250,13905,14821,1416,500,15321,13050,8970,320,3321,210,25,950,0,50,1120,250,13905,14821,1416,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -480,    -440,    -540,       0,       0,       0,       0,       0,       0,       0,     100,     -40,    -480,    -480,       0,       0,100.0,85.2,58.5,2.1,21.7,1.4,0.2,6.2,0.0,0.3,7.3,1.6,90.8,96.7,9.2,3.3,100.0,85.2,58.5,2.1,21.7,1.4,0.2,6.2,0.0,0.3,7.3,1.6,90.8,96.7,9.2,3.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,      9,      5,.,.,.,.,.,      0,.,.,.,14,     13,22,      9,      5,.,.,.,.,.,      0,.,.,.,14,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,67.9,69.0,83.4,90.8,62.3,68.0,77.4,86.2,67.9,69.0,83.4,90.8,62.3,68.0,77.4,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064EOX,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240305,2024-03-05,064ERM,NODX,1,64,45288,20527,27307,16522,12850,1015,0,150,0,3667,150,0,41731,41472,3557,3816,45288,20527,27307,16522,12850,1015,0,150,0,3667,150,0,41731,41472,3557,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2355,   -1169,   -2117,    -450,     360,    -175,       0,       0,       0,    -100,       0,    -173,   -2067,   -2105,    -288,    -250,100.0,45.3,60.3,36.5,28.4,2.2,0.0,0.3,0.0,8.1,0.3,0.0,92.1,91.6,7.9,8.4,100.0,45.3,60.3,36.5,28.4,2.2,0.0,0.3,0.0,8.1,0.3,0.0,92.1,91.6,7.9,8.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     16,.,      5,.,      0,.,      0,.,.,      0,15,     23,27,     10,     16,.,      5,.,      0,.,      0,.,.,      0,15,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,68.4,59.9,86.3,78.7,53.8,48.6,62.5,57.5,68.4,59.9,86.3,78.7,53.8,48.6,62.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240227,2024-02-27,064ERM,NODX,1,64,47643,21696,29424,16972,12490,1190,0,150,0,3767,150,173,43798,43577,3845,4066,47643,21696,29424,16972,12490,1190,0,150,0,3767,150,173,43798,43577,3845,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -133,     -40,    -490,    -450,       0,       0,       0,       0,       0,       0,       0,       0,    -490,    -490,     357,     357,100.0,45.5,61.8,35.6,26.2,2.5,0.0,0.3,0.0,7.9,0.3,0.4,91.9,91.5,8.1,8.5,100.0,45.5,61.8,35.6,26.2,2.5,0.0,0.3,0.0,7.9,0.3,0.4,91.9,91.5,8.1,8.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,     10,     16,.,      5,.,      0,.,      0,.,.,.,15,     25,28,     10,     16,.,      5,.,      0,.,      0,.,.,.,15,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,68.1,58.4,85.9,77.6,52.7,46.4,61.1,55.5,68.1,58.4,85.9,77.6,52.7,46.4,61.1,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240220,2024-02-20,064ERM,NODX,1,64,47776,21736,29914,17422,12490,1190,0,150,0,3767,150,173,44288,44067,3488,3709,47776,21736,29914,17422,12490,1190,0,150,0,3767,150,173,44288,44067,3488,3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      92,       7,    -223,     100,       0,       0,       0,       0,       0,    -180,     150,       0,     -73,     -73,     165,     165,100.0,45.5,62.6,36.5,26.1,2.5,0.0,0.3,0.0,7.9,0.3,0.4,92.7,92.2,7.3,7.8,100.0,45.5,62.6,36.5,26.1,2.5,0.0,0.3,0.0,7.9,0.3,0.4,92.7,92.2,7.3,7.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,     10,     16,.,      5,.,      0,.,      0,.,.,.,15,     25,28,     10,     16,.,      5,.,      0,.,      0,.,.,.,15,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,68.9,58.2,86.8,78.5,53.5,46.2,62.2,55.3,68.9,58.2,86.8,78.5,53.5,46.2,62.2,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240213,2024-02-13,064ERM,NODX,1,64,47684,21729,30137,17322,12490,1190,0,150,0,3947,0,173,44361,44140,3323,3544,47684,21729,30137,17322,12490,1190,0,150,0,3947,0,173,44361,44140,3323,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     -25,     -15,      25,     300,       0,       0,       0,     -50,       0,    -310,       0,       0,     -25,     -25,       0,       0,100.0,45.6,63.2,36.3,26.2,2.5,0.0,0.3,0.0,8.3,0.0,0.4,93.0,92.6,7.0,7.4,100.0,45.6,63.2,36.3,26.2,2.5,0.0,0.3,0.0,8.3,0.0,0.4,93.0,92.6,7.0,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     16,.,      5,.,      0,.,      0,.,      0,.,15,     24,27,     10,     16,.,      5,.,      0,.,      0,.,      0,.,15,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,69.1,58.8,87.3,79.4,54.1,46.8,62.6,56.0,69.1,58.8,87.3,79.4,54.1,46.8,62.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240206,2024-02-06,064ERM,NODX,1,64,47709,21744,30112,17022,12490,1190,0,200,0,4257,0,173,44386,44165,3323,3544,47709,21744,30112,17022,12490,1190,0,200,0,4257,0,173,44386,44165,3323,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2549,    2974,   -2909,     730,    5845,    -350,       0,       0,       0,    -740,       0,     150,    2764,    2736,    -215,    -187,100.0,45.6,63.1,35.7,26.2,2.5,0.0,0.4,0.0,8.9,0.0,0.4,93.0,92.6,7.0,7.4,100.0,45.6,63.1,35.7,26.2,2.5,0.0,0.4,0.0,8.9,0.0,0.4,93.0,92.6,7.0,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     16,.,      5,.,      0,.,      0,.,      0,.,15,     24,27,     10,     16,.,      5,.,      0,.,      0,.,      0,.,15,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,68.5,58.8,87.3,79.4,54.1,46.7,62.6,55.9,68.5,58.8,87.3,79.4,54.1,46.7,62.6,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240130,2024-01-30,064ERM,NODX,1,64,45160,18770,33021,16292,6645,1540,0,200,0,4997,0,23,41622,41429,3538,3731,45160,18770,33021,16292,6645,1540,0,200,0,4997,0,23,41622,41429,3538,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2378,    1800,     600,     650,    1650,       0,       0,       0,       0,    -210,       0,      23,    2263,    2273,     115,     105,100.0,41.6,73.1,36.1,14.7,3.4,0.0,0.4,0.0,11.1,0.0,0.1,92.2,91.7,7.8,8.3,100.0,41.6,73.1,36.1,14.7,3.4,0.0,0.4,0.0,11.1,0.0,0.1,92.2,91.7,7.8,8.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,      9,     17,.,      5,.,      0,.,      0,.,      0,.,14,     25,27,      9,     17,.,      5,.,      0,.,      0,.,      0,.,14,     25,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,66.0,54.9,87.1,75.6,51.7,38.1,57.9,49.8,66.0,54.9,87.1,75.6,51.7,38.1,57.9,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240123,2024-01-23,064ERM,NODX,1,64,42782,16970,32421,15642,4995,1540,0,200,0,5207,0,0,39359,39156,3423,3626,42782,16970,32421,15642,4995,1540,0,200,0,5207,0,0,39359,39156,3423,3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     508,     550,       0,     125,     550,       0,       0,       0,       0,    -125,       0,       0,     550,     550,     -42,     -42,100.0,39.7,75.8,36.6,11.7,3.6,0.0,0.5,0.0,12.2,0.0,0.0,92.0,91.5,8.0,8.5,100.0,39.7,75.8,36.6,11.7,3.6,0.0,0.5,0.0,12.2,0.0,0.0,92.0,91.5,8.0,8.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,      9,     17,.,      5,.,      0,.,      0,.,      0,      0,14,     24,27,      9,     17,.,      5,.,      0,.,      0,.,      0,      0,14,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,64.6,56.6,86.7,75.1,53.6,38.5,57.3,48.7,64.6,56.6,86.7,75.1,53.6,38.5,57.3,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240116,2024-01-16,064ERM,NODX,1,64,42274,16420,32421,15517,4445,1540,0,200,0,5332,0,0,38809,38606,3465,3668,42274,16420,32421,15517,4445,1540,0,200,0,5332,0,0,38809,38606,3465,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1555,    -344,    2531,     700,   -1550,     940,       0,       0,       0,       0,       0,       0,    1296,    1921,     259,    -366,100.0,38.8,76.7,36.7,10.5,3.6,0.0,0.5,0.0,12.6,0.0,0.0,91.8,91.3,8.2,8.7,100.0,38.8,76.7,36.7,10.5,3.6,0.0,0.5,0.0,12.6,0.0,0.0,91.8,91.3,8.2,8.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,      9,     17,.,      5,.,      0,.,      0,.,      0,      0,14,     24,27,      9,     17,.,      5,.,      0,.,      0,.,      0,      0,14,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,64.1,57.3,86.4,76.0,54.2,38.9,57.0,48.7,64.1,57.3,86.4,76.0,54.2,38.9,57.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240109,2024-01-09,064ERM,NODX,1,64,40719,16764,29890,14817,5995,600,0,200,0,5332,0,0,37513,36685,3206,4034,40719,16764,29890,14817,5995,600,0,200,0,5332,0,0,37513,36685,3206,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2760,    -679,   -2225,   -1066,    -150,     -50,       0,     -90,       0,    -715,       0,       0,   -2510,   -2515,    -250,    -245,100.0,41.2,73.4,36.4,14.7,1.5,0.0,0.5,0.0,13.1,0.0,0.0,92.1,90.1,7.9,9.9,100.0,41.2,73.4,36.4,14.7,1.5,0.0,0.5,0.0,13.1,0.0,0.0,92.1,90.1,7.9,9.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,     10,     16,.,      5,.,      0,.,      0,.,      0,      0,15,     23,26,     10,     16,.,      5,.,      0,.,      0,.,      0,      0,15,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,73.9,59.6,86.7,77.0,58.1,45.8,65.1,56.8,73.9,59.6,86.7,77.0,58.1,45.8,65.1,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_on_dap - NODAL EXCHANGE,240102,2024-01-02,064ERM,NODX,1,64,43479,17443,32115,15883,6145,650,0,290,0,6047,0,0,40023,39200,3456,4279,43479,17443,32115,15883,6145,650,0,290,0,6047,0,0,40023,39200,3456,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -675,   -1140,     790,       0,   -1925,     160,       0,       0,       0,       5,       0,       0,    -975,    -975,     300,     300,100.0,40.1,73.9,36.5,14.1,1.5,0.0,0.7,0.0,13.9,0.0,0.0,92.1,90.2,7.9,9.8,100.0,40.1,73.9,36.5,14.1,1.5,0.0,0.7,0.0,13.9,0.0,0.0,92.1,90.2,7.9,9.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     11,     16,.,      5,.,      0,.,      0,.,      0,      0,17,     24,27,     11,     16,.,      5,.,      0,.,      0,.,      0,      0,17,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,73.3,59.7,86.6,77.0,56.1,44.1,63.5,55.4,73.3,59.7,86.6,77.0,56.1,44.1,63.5,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERM,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_off_dap - NODAL EXCHANGE,240305,2024-03-05,064ERN,NODX,1,64,42588,18649,26809,16822,10335,1275,0,150,0,3562,900,0,40308,39469,2280,3119,42588,18649,26809,16822,10335,1275,0,150,0,3562,900,0,40308,39469,2280,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3120,   -1157,   -1810,    -465,     300,    -420,    -235,     150,    -150,     225,    -300,    -613,   -2815,   -2843,    -305,    -277,100.0,43.8,62.9,39.5,24.3,3.0,0.0,0.4,0.0,8.4,2.1,0.0,94.6,92.7,5.4,7.3,100.0,43.8,62.9,39.5,24.3,3.0,0.0,0.4,0.0,8.4,2.1,0.0,94.6,92.7,5.4,7.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,     10,     15,.,      5,.,      0,.,      0,.,.,      0,15,     22,26,     10,     15,.,      5,.,      0,.,      0,.,.,      0,15,     22,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,71.0,65.6,87.9,80.6,56.1,53.1,67.9,60.0,71.0,65.6,87.9,80.6,56.1,53.1,67.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERN,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_off_dap - NODAL EXCHANGE,240227,2024-02-27,064ERN,NODX,1,64,45708,19806,28619,17287,10035,1695,235,0,150,3337,1200,613,43123,42312,2585,3396,45708,19806,28619,17287,10035,1695,235,0,150,3337,1200,613,43123,42312,2585,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     127,     260,    -190,    -450,       0,       0,       0,       0,       0,       0,       0,       0,    -190,    -190,     317,     317,100.0,43.3,62.6,37.8,22.0,3.7,0.5,0.0,0.3,7.3,2.6,1.3,94.3,92.6,5.7,7.4,100.0,43.3,62.6,37.8,22.0,3.7,0.5,0.0,0.3,7.3,2.6,1.3,94.3,92.6,5.7,7.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     15,.,      6,.,.,      0,.,.,.,.,16,     24,27,     10,     15,.,      6,.,.,      0,.,.,.,.,16,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,69.1,63.9,86.8,78.2,53.5,52.0,64.7,59.0,69.1,63.9,86.8,78.2,53.5,52.0,64.7,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERN,NODX,64,N16,FutOnly
PJM.N ILLINOIS HUB_mo_off_dap - NODAL EXCHANGE,240220,2024-02-20,064ERN,NODX,1,64,45581,19546,28809,17737,10035,1695,235,0,150,3337,1200,613,43313,42502,2268,3079,45581,19546,28809,17737,10035,1695,235,0,150,3337,1200,613,43313,42502,2268,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -134,    -200,    -260,     100,     -20,      15,       0,       0,       0,    -180,       0,       0,    -265,    -265,     131,     131,100.0,42.9,63.2,38.9,22.0,3.7,0.5,0.0,0.3,7.3,2.6,1.3,95.0,93.2,5.0,6.8,100.0,42.9,63.2,38.9,22.0,3.7,0.5,0.0,0.3,7.3,2.6,1.3,95.0,93.2,5.0,6.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     15,.,      6,.,.,      0,.,.,.,.,16,     24,27,     10,     15,.,      6,.,.,      0,.,.,.,.,16,     24,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,69.6,64.1,87.8,79.5,54.7,52.1,65.6,59.7,69.6,64.1,87.8,79.5,54.7,52.1,65.6,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Megawatt Hours (MWh),064ERN,NODX,64,N16,FutOnly
